10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,10,10,10,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,,,,,E1,10,10,10,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,,,3,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,E1,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,,3,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,10,10,10,10
10,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,10
10,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,10
10,,3,3,3,10,10,,3,3,E0,3,3,E1,3,3,,10,10,10,10,10,10,10,10,10,10,10,10,10,,,3,3,3,,,,,,E2,,,,,,,,,,,10
1,1,1,1,1,10,10,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
